QUESTION,BT LEVEL
Memorize and recall the periodic table,Remembering
Write about your feelings in relation to...,Creating
Choose the best statements that apply ...,Applying
Identify the key points in the text ,Understanding
Explain what is meant.,Understanding
Write a journal from the point of view of mountaineer.,Creating
What evidence can you find to suggest that people should be regarded as the most important resource of an organisation?,Analyzing
List the fractions you know and can show….,Remembering
How can you differentiate between...?,Analyzing
Create several different strategies to solve a mathematical problem. ,Creating
How can you describe _____________?,Understanding
"Rewrite the story briefly, but change someone or something in it. (For example, substitute a dog for a wolf in The Three Little Pigs).",Creating
Explain how the heart is like a pump.,Understanding
Write 5 new titles for the story that would give a good idea of what it was about,Creating
List two local variables in the main function,Remembering
Discriminate the pros and cons of ____.,Analyzing
List the attributes of the following shape.,Remembering
Judge the validity of arguments for and against astrology,Evaluating
List two reference parameters in the setHour function,Remembering
Draw a diagram to show the memory configuration after the following statements .... ,Analyzing
How can you explain what is meant ...?,Understanding
Outline how class ArrayList could be implemented using an array,Evaluating
Develop a set of criteria for distinguishing between a good and bad example of this.,Analyzing
Rate the following recommendations and set the priority _____.,Evaluating
Can you assess the value or importance of . . . ?,Evaluating
Identify three mistakes from the passage and correct them.,Understanding
Trace the value of alpha after the following code executes. int alpha[5];int j;alpha[0] = 5;for (j = 1; j < 5; j++){if(j % 2 == 0)alpha[j] = alpha[j – 1] + 2;else alpha[j] = alpha[j – 1] + 3;},Analyzing
Sketch a diagram which shows these fractions or take photographs of the fractions. ,Applying
Write the definition of displaySize() method for each class,Applying
Write a textbook about this topic for others.,Applying
Define Method in JAVA.,Remembering
What data was used to evaluate ____________?,Evaluating
Make a list of the main events of the story.,Remembering
Explain what is happening...,Understanding
Explain in one sentence what the method incFromN does,Understanding
Can you defend your position about ... ?,Evaluating
Name three 19th-century women English authors.,Remembering
"Demonstrate and illustrate measures of central tendency and dispersion, write a journal entry. ",Applying
Write what you might have done.,Applying
Analyze a distinction. State the point of view of . . .,Analyzing
Predict what would happen if ...,Applying
Analyze the following questionnaire. ,Analyzing
How can you distinguish the different parts of_____?,Analyzing
"Prepare a case to present, and evaluate your view about ...",Evaluating
Name all the characters in the story.,Remembering
Can you propose a model that would change . . . ?,Creating
Define morphology,Remembering
"Trace the contents of matrix from the following statements int matrix[3][2];int j, k;for (j = 0; j < 3; j++)for (k =h 0; k < 2; k++)matrik[j][k] = j + k;",Analyzing
Justify the concept of inheritance and give the sample of code to illustrate your answer.,Evaluating
Can you develop method to handle the following case . . . ? ,Creating
Label the parts of the diagram,Remembering
Write another ending to the story that is different from the author’s ending.,Creating
Suggest  any  TWO  (2)  efforts  that  organization  may  perform  in  order  to discourage unethical behavior.,Creating
Define factors of production.,Remembering
Briefly describe FIVE (5) general types of factors of production.,Understanding
Discuss how Resource Based View can be implemented in organizations to reinforce financial standing.,Applying
"In your opinion,  provide  any  TWO  (2)  reasons  why  the  actions  of  one  firm  can significantly affect the sales of the other firms in an oligopoly market. ",Understanding
Define electronic commerce.,Remembering
Explain THREE (3) broad categories of e-commerce with examples.,Understanding
Discuss any THREE (3) ways by which an organization can benefit from e-commerce.,Understanding
Advise Smith on any FIVE (5) types of information which should be included in the website.,Creating
Suggest any THREE (3) specific ways with elaborations on how this new business may utilize the Internet technology to achieve cost efficiency.,Creating
Differentiate between data and information using examples.,Analyzing
State any FOUR (4) characteristics of valuable information.,Remembering
Explain the differences between volatile and non-volatile storage.,Understanding
Suggest THREE (3) specific types of Applying software  that  may help to  support James's business activities. ,Creating
List and describe THREE (3) accounting cycles in an Accounting Information System.,Remembering
State FOUR (4) basic business activities that are performed in the revenue cycle.,Remembering
Show in a step by step manner how TQM can be implemented successfully in education sector.,Applying
List any THREE (3) practical approaches for payment collection  in revenue cycle.,Remembering
Compare and contrast Manufacturing Resource Planning  (MRP-II) and Lean Manufacturing.,Analyzing
"As a manager in an Information Technology firm, suggest and elaborate any THREE (3) actions that organizations can take as part of the responsibility towards the society.",Creating
Illustrate each of these situations with TWO (2) real-life examples.  ,Understanding
Explain the differences between ethical dilemma and ethical lapse.,Understanding
Suggest and justify ONE (1) strategy that your company may consider for marketing its products internationally. ,Evaluating
Differentiate between Market Economy and Planned Economy.,Analyzing
Provide  each  of  Market  Economy  and  Planned  Economy  with  an example.,Understanding
Differentiate between a wholesaler and a retailer.,Analyzing
"In your opinion, identify the relationship between factors of and a country's economic system.",Understanding
Briefly  describe  THREE  (3) types  of business  process  that  traditionally organized around functional areas of business. Provide an example of each.,Remembering
Propose  and justify ONE  (1)  international market-entry strategy that you may consider to market your products internationally.,Evaluating
Construct a basic diagram or figure to demonstrate your understandings on what Information System is.,Understanding
State a main difference between a customer and a contact.,Understanding
Identify ONE (1) most likely error of the following quotation.,Remembering
Determine  which  sub-stage that the  deal  is currently  in for the  following cases.,Applying
"Three sales sub-stages: qualification, proposition and negotiation are included in both OpenERP and SugarCRM, before a deal is won. Give a brief description of these sub-stages.",Understanding
State your recommended solution with justification.,Evaluating
Explain TWO (2) ways on how monopoly harms consumers and hurts the economy. Justify and illustrate your answers.,Evaluating
Suggest and elaborate any TWO (2) efforts or methods that your company may use in order to gain competitive advantage over your competitors.,Creating
Justify your answers with elaborations by providing any TWO (2) reasons.,Evaluating
Differentiate between data and information using a real life example.,Analyzing
Briefly  discuss  on the  difference  between  volatile  and  non-volatile storage.,Understanding
Briefly discuss any THREE (3) specific internet technologies or tools that are commonly found in providing support for business activities.,Understanding
Provide a real life example on conflict of interest situation.,Understanding
Illustrate  your understanding for oligopoly competition and monopolistic competition using ONE (1) real life example for each.,Understanding
Briefly discuss any TWO (2) consequences for whistle-blowing activity.,Understanding
Explain how Porter's concept can be used in education domain.,Applying
List any TWO (2) real life examples of  the  organization  that implement the clicks-and-bricks B2C E-Commerce.,Remembering
Provide THREE (3) examples of input devices.,Remembering
Identify and discuss THREE (3) issues on employee productivity problems that companies face.,Understanding
Briefly provide any TWO (2) real life situations to illustrate on ethical dilemma.,Understanding
Propose  an  e-commerce  classification  model  that  suits the  needs  of  John's business. Justify your answer.,Evaluating
Explain the concept of clicks-and-bricks model in e-commerce.,Understanding
Explain each inventory control method and suggest TWO (2) types of products for each method.,Creating
List   THREE  (3) advantages  and  TWO  (2)  disadvantages codification.,Remembering
Identify and discuss THREE (3) issues on employee productivity problems that companies face.,Understanding
Give FIVE (5) differences between the bitmapped image  and vector graphics.,Understanding
Illustrate how the Variable Length Encoding algorithm can be used to encode symbols 'SOOOSAY T '.,Applying
Explain THREE (3) differences of Red Green Blue (RGB) and Cyan Magenta Yellow (CMY).,Understanding
Give FIVE (5) guidelines when creating storyboarding.,Remembering
Discuss any THREE (3) advantages why digital video is preferred for video editing and post production.,Understanding
Give TWO (2) differences between  Unicode and IS0-8859 text encoding formats.,Understanding
Define pixel.,Remembering
Name  the  TWO  (2) categories and explain the differences between the two categories.,Understanding
"Explain the WMA, AVI, and QuickTime video format.",Understanding
Recommend to the management whether to use MP3 or RealAudio file format images and state THREE (3) reasons for your recommendations. ,Creating
Determine the number of possible colors and calculate how much memory is required to represent the following bitmap images.,Applying
Justify which digital video file format you would use for your movie.,Evaluating
Bitmap images imported into a Macromedia Flash presentation have limitations on how these images can be animated. Elaborate on these limitations that may affect the output of the animation created by Albert.,Understanding
Suggest an alternative to Albert on how the above limitations may be overcome.,Creating
Explain about interactive multimedia.,Understanding
Multimedia is shifting from being localized (contained on a CD-ROM) to being distributed (available on the World Wide Web). Give FIVE (5) implications on this.,Remembering
Estimate the number  of bytes required  for the storage of a full 5 minutes performance at CD quality audio.,Applying
Briefly explain about Nyquist Theorem.,Understanding
"Using Nyquist Theorem,  calculate  the  maximum  sampling  rate to avoid aliasing.",Applying
Suggest THREE (3) steps that Annie should do in multimedia authoring.,Creating
Give FOUR (4) advantages of multimedia Applying in education.,Remembering
"Describe each of the media types: captured, synthesized, discrete and continuous. Classify all the multimedia elements into the media types that described above.",Understanding
Explain on multimedia delivering on World Wide Web.,Understanding
State and discuss on the general features of authoring tool.,Understanding
Justify why Benny used MP3 instead of other audio format.,Evaluating
"Using Nyquist Theorem, calculate the maximum sampling frequency.",Applying
Briefly explain TWO (2) common techniques for data compression. Illustrate your answer with an example of each type of compression.,Understanding
Briefly explain any TWO (2) reasons why multimedia is important for education.,Understanding
List and explain the TWO (2) processes that can be done with the areas of the image that should be displayed in some color which is not available in the reduced palette.,Understanding
Derive the data rate that is generated by the digitization procedure in each case assuming that the Nyquist theorem is applied with 12 bits per sample for the speech signal and 16 bits per sample for the music signal. Give your answers in kilo -Byte-per-second (kB/s).      ,Applying
Determine  the  memory  required  to  store  a  2  minutes  passage  of stereophonic music. ,Applying
Comment on the most appropriate methods in which to deliver such a presentation and also address the merits of the methods you suggest in your solution.,Evaluating
Show how you would use Huffman coding to encode the following set of tokens.,Applying
Calculate the compression ratio for the compressed file.,Applying
Explain why a 30-second video clip (containing 25 frames per second) will occupy less disk space than 750 JPEG images of the same size.,Understanding
Describe how SPATIAL Compression and TEMPORAL Compression are used in video compression.,Applying
Describe what multimedia is.,Remembering
Define FOUR (4) common authoring metaphors and its advantages and disadvantages.,Remembering
Give FIVE (5) differences between the bitmapped image and vector graphics.,Understanding
Give FIVE (5) differences between GIF and SWF.,Understanding
Estimate the time it would take to transmit the performance  over a network with 64 kbps.,Applying
Discuss  how  inverse  kinematics  helps  in  simplifying  the  task  of  animating jointed  structures.,Understanding
Elaborate ONE (1) scenario where text would be more effective than audio and ONE (1) scenario where audio would be more effective than text in the passing out of data. Explain your answer.,Understanding
GIF and SWF file format can be used to create animations. Compare and state the major advantage and limitation of using GIF rather than SWF for creating animations in webpages.,Analyzing
Explain the idea of MIDI file format in storing and playback of audio data.,Understanding
Explain how MIDI file format will be more useful than other audio file formats in a certain scenario.,Applying
Propose a multimedia presentation for UTAR to promote bachelor's degree courses to potential applicants.,Creating
Apply the zero length suppression on the token stream.,Applying
Apply the run length encoding on the token stream.,Applying
"From your opinion, explain which one of the methods mentioned earlier is better for the given token stream.",Analyzing
Explain why 3D animation requires much time consuming and complicated in the development phase compared to 2D animation.,Analyzing
Predict the challenge to implement an augmented  reality  Applying  in  UTAR campus.,Applying
Design  a possible website structure to teach writing skills to children aged 4-6. There should be at least 3 components.,Creating
Explain why lossy compression gives better compression.,Understanding
Outline THREE (3) uses of digital audio in the multimedia presentation.,Remembering
Briefly discuss how spatial compression is different from temporal compression.,Understanding
Suggest how multimedia Applyings may  be used for each of the scenarios below. (i) IT Avenue will be organising a road show at various shopping malls to promote a new model of mobile phone from Nokia.,Applying
Explain why a less experienced multimedia developer (including non-programmers) always opts for multimedia authoring tools to easily create an interactive Applying.,Understanding
Explain whether Howard can have the video streamed effectively at 1 Mbps data rate on a 1 Mbps Internet  connection.,Evaluating
Suggest any THREE (3) scenarios where users  may benefit from using video calls in their communication.,Creating
Compare this piece of music with the music recorded in CD quality. ,Understanding
"Audio plays an important role in the development of multimedia. Illustrate the relations that exist between Wavelength, Frequency and Pitch of a digital audio.",Understanding
"Video got its start on cathode ray tube television systems, but has moved on to be used in many more Applyings. Relate the video transmission on television sets and computer monitors with interlacing and progressive  scan techniques",Analyzing
Fill in the detail of typeface properties base on the following illustration.,Remembering
Distinguish the difference between low pass filter and high pass filter.,Analyzing
Explain what is meant by the term Interactivity.,Understanding
Highlight  THREE  (3) differences  between  bitmap  images  and  vector  graphics.,Understanding
"Considering linear multimedia and interactive multimedia, suggest the best solution to the shopping mall's management.",Creating
"Nancy  intends  to  include  text  for  her  multimedia  presentation.  As a multimedia specialist, provide TWO (2) guidelines to Nancy when working with text.",Remembering
"Based  on  your  understanding,  highlight  THREE  (3)  differences  between vector graphics and bitmap images.",Understanding
Recommend THREE (3) factors to be  taken  into  consideration  on  the preparation of digital video delivery via low bandwidth networks and low-end computer systems.,Creating
"Briefly  explain  why  authoring  software  is considered  as  ""high level  tools"" whereas programming languages are known as ""low level tools"".",Understanding
Explain why VLE could be better than RLE for this case.,Understanding
Calculate the number of bytes required to store a minute of stereo sound at DVD quality with the resolution of 32 bits. Show your working and calculation.,Applying
Discuss any TWO (2) Applying areas where multimedia can be used in education environment.,Applying
Explain the usage of multimedia in healthcare.,Applying
Discuss  any THREE  (3) negative  impacts  of entertainment  media to our society.,Understanding
Discuss  ONE  (1) similarity  and  ONE  (1) difference  between  virtual  reality and augmented reality.,Analyzing
Name the keyword in an ABAP program that can be used to invoke the debugging mode.,Remembering
Write an ABAP program that allows the user to key in a positive integer value.,Creating
Provide   (with  explanations)   THREE  (3)  differences Programming and System Programming.,Understanding
Write a Java loop that will display the phrase one  more time four times. Include any declarations or initializing statements that are needed.,Understanding
Write a Java program that lets the user enter a year and checks whether it is a leap year.,Creating
Give the difference between parameter and formal parameter.,Understanding
Rewrite the following program so that it is formatted properly.,Applying
Rewrite the following if statement using a switch statement.,Applying
Use Java math class and write the java statement for d = 2 * 2 + y * 2.           ,Applying
Compute the distance between the two points with the following formula.,Applying
Detect error(s) in the following segment of codes and rewrite the codes with correction of the error(s).,Understanding
Explain how the increment or decrement operators affect the result of p.,Understanding
Explain the concept of narrowing conversion. Indicate in code how the conversion is done.,Understanding
Give the three (3) categories of primitive data types and briefly explain what each category is used for.,Remembering
Identify and correct the error(s) in the following statements.,Understanding
Provide three (3) situations whereby it will be useful to use reference variables as parameters.,Remembering
Provide the suitable commands to help her to compile and run her Java program.,Remembering
Translate the following algorithm into Java code,Understanding
Use a switch statement to rewrite the following if statement.,Applying
Simplify the return statement in the max method using the ternary operator,Understanding
"Given that a = -10, b = 2, c = 5 and d = 0. Evaluate the following relational and logical expressions:",Applying
Draw a flowchart that represents the following codes.,Understanding
Name and describe the two ways that the data source window allows data to be viewed.,Understanding
Write a statement to set the visibility property of Label1 to the checked property of checkBox1.,Understanding
Write an assignment statement that disables a radiobutton named radioButton.,Understanding
Explain how a Close method behaves differently for a modelessform (using the show method) compared to a modal form (using the showdialog method).,Understanding
Name five types of common dialog boxes.,Remembering
Find the errors and rewrite the corrected codes.,Understanding
State  the  differences  between  Items Add  method  and  Items Insert Method in Combo Box.,Remembering
Explain how SWOT and Porter's techniques is applied in the manufacturing industries.,Applying
Briefly explain the difference between Form Load event and Form Activated  event.,Understanding
Discuss   POST   and   GET  methods   in  relation   to   idempotent   and   non-idempotent requests in the context of bank industry.,Understanding
Explain THREE (3) advantages of MVC (Model View Controller) pattern in developing  web  Applyings.,Understanding
Explain 3-Tier architecture in the context of Java Web Architecture at server side.,Understanding
Explain how RequestDispatcher mechanism in the context of Servlet and JSP technology  has the ability to  facilitate updating  and maintaining  information on job  advertisements  across  several  dynamic  web  pages.,Understanding
Explain Greimas square tool and discuss how it can be applied the aviation industry.,Applying
"Compare between URL, re-writing and Hidden Form field methods in respect of similarities and differences in the context of session management in Web environment.",Analyzing
Identify and explain the possible consequences of connecting a database with a web Applying without using database pooling method.,Understanding
Discuss ONE (1) advantage and ONE (1) disadvantage of BASIC and FORM based authentication mechanisms.,Understanding
Explain the benefits of Secure Sockets Layer (SSL) in the context of web security.,Understanding
Explain  the  concept  of  Java  Bean  with  an  appropriate  example  and  code snippets in the context of Servlet and JSP technology.,Understanding
Discuss the effectiveness of using Expression Language (EL) compared to other methods in JSP.,Analyzing
"Implement working codes for presentation, business and data layers.",Applying
Propose Java Web architecture diagram for the above case study and explain.,Creating
Discuss the usefulness of HttpSessionActivationListener in web Applyings.,Understanding
Describe  the  differences  between  HTTP  session  listeners  and  servlet  request listeners.,Understanding
"Using an appropriate example, prove that listeners are able to manage resources effectively  in  web  Applyings.",Evaluating
"""HTTP POST method is better suited to send confidential information compared to HTTP GET method in web Applyings."" Justify the statement.",Evaluating
Explain the impact of using SendRedirect method in terms of response time.,Understanding
Explain  THREE  (3)  benefits   of  JDBC  pooling  m  the  context  of  database connection.,Understanding
Discuss TWO (2) benefits of Java Servlets in web Applyings.,Understanding
"Appraise the URL Rewriting, Hidden Form Field and Cookies methods which are supported by the technology.",Evaluating
AJAX is a technology that is being widely used in web Applyings for faster response time. Explain the necessary steps to implementing an AJAX Applying.,Applying
Describe about Applying and web servers.,Remembering
"MVC (Model View Controller) leads to low coupling"". Justify.",Evaluating
"Using appropriate examples, discuss a  situation  in which custom tags would be appropriate to use. ",Applying
The impact of using JSTL in software development can significantly reduce its development time. Prove that there is some truth in the statement.,Evaluating
Discuss in terms of implementation how to restrict resources such as web components and Enterprise Java Bean (EJB} components for use to only authorized users. ,Applying
Discuss the effectiveness of POST and GET methods in respect of flexibility and security.,Analyzing
JSP Technology is meant to replace Servlet Technology. Justify  to  what extent the statement is true.,Evaluating
Explain the reasons of using Applying servers to deploy web Applyings.,Understanding
Explain why Servlet technology is better than the Common Gateway Interface CGI.,Understanding
"Using an appropriate example, discuss how MVC can lead to a good design of a particular web Applying.",Understanding
Discuss why web developers or programmers would prefer to use Expression Language (EL) compared to other methods in JSP for displaying dynamic content in web browsers.,Analyzing
Discuss the extent to which Value Chain Analyzing can be applied in the logistics sector.,Applying
Discuss a security framework for the proposed Applying.,Creating
Discuss TWO (2) web Applying frameworks that are suitable to be used in the proposed Applying.,Creating
Suggest a possible Java Web architecture(s) for the proposed Applying based on the case study.,Creating
"Popular search engines such as Google, Yahoo and others are used to search information on the web based on user defined keywords. Determine and justify the appropriate HTTP method that should be deployed by those search engines.",Evaluating
Analyze the roles of web container or servlet container in a web server in the context of request response model.,Analyzing
Explain the impact of 'connection keep-alive' or persistence connection in the context of request response model on performance of sending response to clients.,Understanding
"Using an appropriate example, explain how static data can be shared effectively among several web resources.",Understanding
Critically  evaluate the JDBC  and pooling  method  in the context of database connections.,Evaluating
"Using an appropriate example, explain how session listeners can be used in a web Applying.",Applying
HTTP is a stateless protocol. Justify.,Evaluating
Explain the relationship between HTTP GET method and URL Rewriting in the context of session management.,Understanding
Explain how you would  implement  delete schedule functionality in effective manner.  ,Understanding
"Using the data shown in Table 1, generate some frequent item sets.",Applying
"Interpret the relationship found between these item sets in terms of Support, Lift and Confidence.",Understanding
Comment on the validity of your answer.,Evaluating
Explain with appropriate examples how taxonomies would help Analyzing of items in market basket Analyzing.,Applying
Briefly discuss why the emergence of the data warehouse phenomenon is causing such interest in the business world.,Understanding
Contrast TWO (2) differences between a data mart and a data warehouse.,Analyzing
Recommend appropriate data warehouse architecture for the company and illustrate it with a diagram.,Creating
Provide some justifications for the data warehouse architecture that you have chosen in Q2 (a).,Evaluating
Discuss some possible challenges that the bank may face in deploying  data mining.,Understanding
Explain how GST approach can be deployed in the context of Accounting Information System.,Applying
"Explain, using appropriate examples, FIVE (5)  possible sources of data pollution in implementing data warehouse in the bank.",Understanding
Identify some of the most important possible dimensions that should be included in the data modelling design.,Remembering
Discuss  the role  of  restriction  and  aggregation  in reducing  the  quantity  of data and obtaining useful information from a data warehouse.,Understanding
Summarize the data purification process.,Understanding
Describe ANY FIVE (5) possible scenarios of the project failure.,Remembering
Rearrange it to design the correct schema that is suitable for the system implementation.,Creating
"Discuss, using appropriate examples, how OLAP operations would benefit in the credit card company.",Understanding
Critically  appraise  of  making  data  warehouse  Web  Enable  in  the company.,Evaluating
"Discuss  how  data  mining  operations  which  are  classification,  association, clustering and anomaly detection can be deployed in a variety of industries.",Applying
Discuss major tasks in data preprocessing.,Understanding
Explain the relationship between data warehouse and data mining.,Understanding
Differentiate between classification  and prediction.  Justify your answer using an example for each.,Evaluating
Explain k-means and k-medoids methods in the respect of robustness in the context of clustering Analyzing.,Understanding
"Using appropriate examples, differentiate between agglomerative  and divisive in the context of agglomerative hierarchical clustering.",Analyzing
Explain TWO  (2)  strengths and  TWO  (2) weaknesses of clustering based method in outlier detection.,Analyzing
Suggest TWO (2) ways of managing Remembering that organization can perform in order to gain sustainable advantage in today's rapid changing market environment.,Creating
Illustrate by using a real life example on explicit Remembering.,Understanding
"In general, there are four broad categories of innovation which include product innovation. Illustrate your understanding by using TWO (2) real life examples for product innovation that follow the radical fashion.",Understanding
Explain how Referral Networks approach can be used as a tool to increase number of customers.,Applying
Identify any TWO (2) specific problems of the traditional hierarchical structures in response to the need to better manage Remembering.,Understanding
Propose any TWO (2) alternative solutions from organization structures perspective to facilitate the KM practice. Justify your answers with short elaborations.,Evaluating
Identify  any THREE  (3) practical  examples  for partial  views  of innovation and discuss the consequences for each of the example.,Understanding
Draw and explain Nonaka's model of Remembering creation and transformation in detail.,Understanding
"Illustrate  by  using  a  real  life  example  on  the  possible  relationship between data, information and Remembering.",Understanding
Use philanthropy approach to manage corporate social responsibility effectively.,Applying
Discuss the main purpose of quiet on-site observation technique.,Understanding
Discuss on the importance of KM with specific reference to its impact on employee's learning and process efficiency.,Analyzing
State the differences between invention and innovation.,Understanding
Explain how e-mail agents work.,Understanding
Explain the CRM implementation in Chola MS.,Understanding
Propose  the  examples  of  how  text  mining  could  be  used  in  other businesses.,Creating
Identify the HP's challenges in text mining.,Remembering
Provide FIVE (5) examples on how HP can use text mining in other areas.,Applying
Justify why company XYZ needs to use expert systems,Evaluating
Explain the components of CRM that Citibank used.,Analyzing
Provide TWO  (2) possible reasons why AirAsia  decide to offer this new online service.,Understanding
Identify  THREE  (3) possible  threats  you  should  anticipate  for this Internet-based business.,Understanding
Suggest THREE (3) methods Game2 can take to prevent damage to its Web sites and continuing operations.  Justify your answer.,Evaluating
Explain  the  concept  of  Customer  Relationship  Management  (CRM).,Understanding
Apply Porter's five competitive forces Analyzing to examine the summer job industry for your uncle.,Applying
Discover FOUR (4) characteristic of IT infrastructure to be considered.,Creating
Concisely define what SWOT Analyzing is and state why it is frequently producing conflicting views.,Understanding
Formulate the profit for the company. ,Creating
Information systems value is determined by the strong relationships among THREE (3) major components. Name them.,Remembering
Cloud computing evolved from earlier technologies. State them.,Remembering
Briefly  explain  any  TWO  (2) observations  of information  technology trend using Moore's Law.,Understanding
Relate cycle-time reduction to improved performance. Justify your answer.,Evaluating
Define privacy.,Remembering
"In your own words, describe Supply Chain Management (SCM).",Understanding
"In  your  opinion,  discuss  how  modern   supply  chain  management systems facilitate a pull-based  model.",Understanding
Define the term Radio Frequency Identification (RFID).,Remembering
Explain how RFID provides value to businesses.,Understanding
"Use Porter's five competitive forces to analyze FiredUp, Inc.",Applying
"Base on the case study given, summarize THREE (3) ISM security problems.",Understanding
Classify information systems based on the support IS can provide.,Understanding
Draw the diagrams for a centralized database and a distributed database.,Understanding
Explain how the future of social media can be explained by Web 3.0.  ,Understanding
Define Remembering and provide an example of Remembering produced by a vehicle management system.,Remembering
"Given a frequency filter specification as H(u;v), derive a procedure to generate the convolution result of its corresponding spatial filter with an image f(x,y). ",Applying
Describe  briefly  how  an  image  can  be  represented  by  chain  coding  and moments.,Understanding
Explain what is meant by occlusion and discuss the ability of chain coding to cope with occlusion.,Understanding
Specify TWO (2) limitations of k-means clustering.,Remembering
Calculate the fitness function for all chromosomes in the population.,Applying
"Assuming the elitism selection method where the best chromosomes are selected for pairing, apply the crossover and mutation for the selected pair of chromosomes using the encoding scheme proposed in (b)(i).",Applying
Suggest a procedure which uses k-means as a subroutine with a better chance than k-means in obtaining good clustering.,Creating
Solve the following problem using genetic algorithm.,Applying
"MLPs are frequently used to approximate functions. However, the quality of the approximation depends on the parameters of the MLP used. Discuss how this quality is affected by the number of hidden layers used in the MLP.",Understanding
Briefly explain how Ant Colony Optimization (ACO) algorithm can be used to solve Travelling Salesperson Problem (TSP).,Applying
Explain how mutation technique can be implemented in Genetic Algorithm (GA).,Applying
Describe how hypotheses are combined in boosting.,Understanding
Describe dynamic load balancing using centralised work pool approach.,Understanding
Briefly explain why a parallel solution with less number of synchronisation phases is more preferred than other solution with a lot of synchronisation phases.,Understanding
Describe the sender-initiated task transfer method that used in dynamic load balancing.,Understanding
"There are two approaches to solve a problem, namely X and Y. Approach X uses a lot of synchronizations compared to approach Y. Briefly explain why the approach Y should be chosen to solve the problem.",Analyzing
Identify PayPal's business model.,Remembering
Scaling methods can improve the performance of the web site. Propose to Jane which scaling method suit her current business needs. Justify your answer.,Evaluating
Examine how e-commerce facilitates Value Chain and Supply Chain.,Analyzing
Explain how auction is related to dynamic pricing.,Understanding
Compare and contrast Address Verification  System (AVS) and Card verification number (CVN).,Analyzing
Provide THREE (3) justification on how would the university community be encouraged to place orders and become loyal customers.,Evaluating
Personalization is becoming an important element in Electronic Commerce. Explain TWO (2) techniques that can be used to learn about consumer behavior and how it can be used to facilitate customer service.,Understanding
Provide TWO (2) suggestions on how a Web presence help Columbiana's government.,Creating
"Critically explain how our statuses, educational qualification and occupation affect our social stratification, social mobility and life chances.",Analyzing
"Based on your opinion, discuss critically, how far you agree that race relations have become unhealthy in our country.",Evaluating
"Discuss critically, by using your understanding of nature and nurture.",Evaluating
Explain THREE characteristics that distinguish authoritarianism from totalitarianism.,Analyzing
Analyze and discuss the conceptual influence of the philosophy on education today.,Analyzing
Briefly  discuss  how  TQM  could  be  applied  in  the  management  of  the newspapers' editorials.,Applying
"Based on your observation of the local newspaper industry, discuss and state your stance on whether gender affects professional news selection.",Evaluating
Discuss how far you agree with this statement with emphasis on circulation management of a newspaper company.,Evaluating
Argue critically with relevant examples.,Evaluating
Define CRM and discuss how the CRM can be implemented in the business environment.,Applying
Critically discuss the quote above and explain FIVE(5) ways the interest groups can be more effective with relevant examples.,Analyzing
Critically analyze and discuss the problems with secondary data. Provide relevant examples to support your answer.,Analyzing
Describe the term 'urbanization' and discuss how urbanization influences the development of marketing and advertising strategies.,Understanding
Critically discuss how demographic characteristics would affect a product development in a foreign market.,Analyzing
Analyze and discuss the challenges and opportunities that social media creates.,Analyzing
Critically analyze the image above and discuss the strategic decisions associated with the appeals of the advertisement.,Analyzing
Suggest THREE (3) ethical considerations that ANA advertisers should take into account in designing commercials.,Creating
Create a poster that promote jeans to local senior citizen which appeal directly to a multiracial citizen in Malaysia.,Creating
Select a local 'HOMEGROWN' brand and discuss its international marketing mix.,Understanding
Critically discuss FOUR (4) main dimensions that are used to classify countries based on Hofstede's Cultural Dimensions Theory.,Analyzing
Compare and contrast between low context cultures and high context cultures. ,Analyzing
Critically discuss the THREE (3) options in handling the international media planning or buying.,Analyzing
Design an ideal newspaper organizational chart. Then describe the functions of the respective departments and how they relate to each other horizontally and vertically.,Creating
Examine the two roles and show how newspaper managers can successfully draw a balance between their economic role and social role.   ,Analyzing
Show how NLP techniques can be deployed in business.,Applying
Suggest a house-style and editorial policies for your newly introduced newspaper targeted at young readers aged between 15 to 25 years.,Creating
Examine how conventional newspaper can continue to maintain its circulation with the easy access to alternative information on the web.,Analyzing
"As an editor-in-chief, suggest how you can motivate your experienced journalists to remain with your paper.",Creating
Discuss the factors that you think may have affected the quality of newspapers in Malaysia and identify the key elements for a successful newspaper .,Analyzing
List any five departments and discuss the relations between these departments and the importance of depending on each other.,Analyzing
"Evaluate the performance of Malaysian newspapers and comment on what you think they should do to win back readers, particularly those who show preference for online news.",Evaluating
Prepare a research  proposal on a study that you have to conduct on the purchasing behaviour of teenagers in the Klang Valley.,Creating
Evaluate the need for ethics in research.,Evaluating
Explain the case study research method and distinguish between single and multiple case study design.,Analyzing
Argue the case for conducting experimental research involving humans and propose guidelines to ensure that the dignity and welfare of the subjects are maintained.,Evaluating
Differentiate between qualitative research and quantitative research in terms of their goal and design.,Analyzing
Develop a questionnaire based on at least FOUR open-ended and FOUR closed-ended questions for the interviews.,Creating
Analyze the purpose of having a Purchasing Department in an organization.,Analyzing
Draw a diagram of the Intelligent System structure with detailed explanation.,Understanding
"With an appropriate example, discuss the effectiveness of using message queue compared to pipes in communication between processes.",Analyzing
Apply how semaphores and shared memory methods can be deployed to execute a particular task.,Applying
Compare and contrast between signal and pipe methods in the context of inter process communication.,Analyzing
Examine the connection and connectionless protocols using appropriate examples.,Analyzing
"With the aid of pseudocode or source codes, assess the usage of fork, exec and wait functions in working together in inter process communication.",Evaluating
